OTSIKKO,VM.,AJETTU,HINTA,URL
"Audi A3 Sedan Business 1,0 TFSI 85 kW",2017,62200,19900,https://www.autotalli.com/vaihtoautot/listaa/audi/a3/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 TwinPower Turbo A Business Automatic Sport *** ...,2013,127000,15400,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 TwinPower Turbo A Business Automatic Edition - ...,2013,148000,15450,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 TwinPower Turbo Business Sport - *VARASTONTYHJEN...,2013,116000,15450,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 116i TwinPower Turbo A Business aut ** ...,2014,133000,15490,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 114i TwinPower Turbo 5ov Business,2015,88000,15700,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 Hatchback 116i TwinPower Turbo M Sport Edition ...,2015,96000,15700,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 TwinPower Turbo A Business Automatic Edition,2012,77000,15880,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 i F20 TwinPower Turbo 5ov A Business SUOMIAUTO / 2X ...,2011,78000,15900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 116 F20 Hatchback 116i TwinPower Turbo A ...,2014,90000,15900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A3 Sportback Business 1,4 TFSI 92 kW",2016,56000,19900,https://www.autotalli.com/vaihtoautot/listaa/audi/a3/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 TwinPower Turbo A Business Sport*** BMW BPS ...,2013,102000,15990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 i F20 TwinPower Turbo M Sport Edition #JuuriTullut ...,2015,134000,16390,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 116i Turbo 5ov A Busin Auto / Bi-Xenon / ...,2013,89000,16400,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 *Näyttävä Sininen* F20 TwinPower Turbo A Navi ...,2013,78000,16500,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 116i Turbo 5ov A Busin Auto / Bi-Xenon / ...,2014,84000,16600,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 // M-Sport / Bi-Xenonit / Sport penkit //,2014,114000,16890,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 i F20 TwinPower Turbo 5ov A Sport Business,2012,64000,16980,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 116 116i A F20, SPORTLINE, PDC TUTKAT, BI-XENON, CRUISE ...",2012,34000,17800,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F21 TwinPower Turbo A Business Automatic Edition - ...,2013,114000,17950,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 120 i Coupe. Upea coupe, nahat..",2010,52000,17990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 118 i F20 Hatchback Business - Kokeile ja ...,2016,96300,18390,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 TwinPower Turbo A Business Automatic - Vähän ...,2013,51000,18480,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback Business,2018,106000,18700,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business,2016,82000,18890,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback Business,2018,108000,18900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 120 120I Avoauto (AE) 2ov / Nahat / Cruise / Hieno ...,2011,57000,18900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 116i TwinPower Turbo M-Sport. Suomiauto. Kats ...,2014,109000,18990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business Facelift ** Suomi-auto...,2016,57000,19400,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 118i A Business,2017,103000,19400,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business (MY17),2016,62000,19450,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 3-ovinen | Bluetooth | Parkkitutka takana | ...,2014,119000,19490,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i Business *** J. autoturva ...,2017,56000,19600,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 118 F20 Hatchback 118i A Business - Led,Tutka",2016,72000,19650,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 Hatchback 116i TwinPower Turbo A M Sport ...,2014,59000,19700,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 118 F20 Hatchback 118i Business M Sport - M-Sport, ...",2016,113000,19900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business,2017,76000,19900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 118 F20 Hatchback 118i A Business Automatic ...,2018,63000,19990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 118 i A Business Automatic Edition - BPS takuu ...,2017,51000,20390,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business Automatic Edition *** ...,2018,90000,20680,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i Aut. Bus.,2016,48000,20900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business (MY17),2017,60000,20900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 116 F20 Hatchback 116i M-Sport / Näyttävä / Vetokoukku ...,2019,87000,20900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i Business,2019,38000,20990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 1-sarja F20 Hatchback 118i A Business Automatic ...,2018,66000,20990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja 1-sarja F20 Hatchback 118i A Business Automatic ...,2018,58000,20990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 *HIENO* F20 Hatchback 118i Business M Sport. ...,2016,32000,21490,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i // M-Sport // Sporttipenkit // ...,2016,71000,21680,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 120 F20 Hatchback 120i A Business# JUURI TULLUT,2015,87000,21900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business,2018,60000,21900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business - #KATTOLUUKKU#KAMERA#...,2017,46000,21990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 125 *TEHOKAS*F20 i Turbo Business Sportline 160kW Aut. ...,2013,110500,22590,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business Automatic Edition ...,2018,39000,22850,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business Automatic Edition,2017,49000,22890,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 i A F20 Hatchback / Alv. Vähennyskelpoinen / ...,2019,41000,22900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118iA Automatic Edition ** TÄHÄN ...,2019,42000,22900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Automatic Edition ** Juuri ...,2018,65000,22900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business,2018,57000,22900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Automatic Edition *Suomi-auto ...,2019,22000,23200,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business *** J. autoturva ...,2018,23000,23400,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business (MY19.W)*KORKOTARJ...,2019,40000,23500,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business (MY19.W) F20 ...,2019,35000,23500,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business SIISTI BMW/ VÄHÄN ...,2018,21000,23900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 118i Farmari (AC) 4ov 1499cm3 A *M-sportpaketti/ ...,2016,61000,23900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business Automatic Edition ...,2018,28000,23900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business,2018,32000,23900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 5-ov 118i A M-Sport / Sporttipenkit / Led-valot ...,2017,53000,24360,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A M-SPORT / Peruutuskamera / ...,2018,46700,24660,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Business Automatic Edition ...,2018,45000,24680,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A Business M-Sport / JÄRKI ...,2018,26000,25400,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 120 F20 Hatchback 120i A Business Automatic Edition ...,2018,17000,25790,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F20 Hatchback 118i A,2019,8400,25800,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Bsn M Sport - Etu- ja ...,2016,21000,25900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 135 F20 A xDrive 5ov,2013,210000,26900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 135 F20 A xDrive *Huippuhieno / M-Performance / Juuri ...,2013,161000,27290,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 135 M135i F20 A xDrive / Xenon / Navi / Putkisto / ...,2013,177000,27890,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 120 F20 Hatchback 120i A Business Automatic Edition M ...,2018,85000,27900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F40 Hatchback 118i M Sport // Pienet kilometrit / ...,2020,5950,28890,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 1-sarja F20 Hatchback 118i A Bsn M Sport (MY19),2018,10000,28900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 118 F40 Hatchback 118i Business Sport**Erään vaihtoautoj...,2020,14000,28900,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 135 i DKG Coupé M-Sport,2011,163700,28990,https://www.autotalli.com/vaihtoautot/listaa/bmw/1-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6 Visia 5 MT 2 WD /Ilmastointi /Vetokoukku",2010,457000,4990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai,2011,192000,5800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6 Acenta 5 MT 2 WD RPS APR09",2010,207000,6900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Visia",2010,176000,6900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Select Edition *** Suomi-auto / Vakkari ...",2012,206000,6990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai 1.6 Visia 4x2 1 / 2021 katsastettu,2010,237000,7200,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD | Huollettu | ...",2012,230000,7400,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10 Erään vaihtoautoja ...",2011,220000,7500,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai *TYYLIKÄS*1.6 Stop/Start Acenta 2WD 86kW ...,2011,199000,7790,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2011,170000,7800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0 Acenta 6 MT 2 WD RPS APR09 - Kestosuosikk...",2010,152000,7900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta **KATSASTETTU...",2011,209000,7900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10 #Vakkari #Lohko",2010,196000,7900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD",2010,185000,8220,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2011,171000,8450,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Visia 2WD 5M/T ...",2012,190000,8490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD AAC, **1-OMISTEINEN QQ 100% ...",2011,179000,8490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD # JUURI KATSASTETT...",2012,204000,8700,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Select Edition 2WD ...",2012,170000,8700,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Visia 2WD 5M/T ...",2011,150000,8890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2011,170000,8890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Visia 2WD Cruise Select",2012,194000,8900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Visia 2WD 5MT MY10",2010,122000,8900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 2WD 6M MY11 *2.OM SUOMIAUTO* ...",2011,141000,9400,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,173000,9480,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Visia 2WD 5M/T ...",2012,173000,9600,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 5MT. Vak.nop.säädin, Bluetooth, ...",2011,156000,9690,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T MY11",2012,162000,9700,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 2WD CVT MY11",2012,212000,9750,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Visia 2WD",2011,152600,9790,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,162000,9790,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,204000,9800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,170000,9880,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10. Bluetooth, Aut. ...",2011,162000,9890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L 141hv Acenta 6M/T",2011,189000,9900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Style 360 2WD 5M/T ...",2013,145000,9900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
