OTSIKKO,VM.,AJETTU,HINTA,URL
Audi A5 A5 SPORTBACK Quattro S-line / Adapt.vakkari / Navi ...,2014,105000,27790,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business 1,4 TFSI 110 kW S tronic / 1 ...",2017,95000,27870,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A5 2.0 TFSI Sportback Business 140 kW Stronic - ...,2018,107000,29450,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Coupé 3,0 TFSI 200 kW quattro S tronic-autom. ** ...",2012,82000,29890,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business 1,4 TFSI 110 kW S tronic / ...",2017,58000,30790,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport Comfort Edition 1,4 TFSI ...",2018,38000,33800,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A5 Sportback Business Sport Comfort Edition 1.4 TFSI,2018,57000,33900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business 1,4 TFSI 110 kW S tronic.",2018,35000,34800,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Bsn Sport 1,4 TFSI 110 A (MY18",2018,65000,34900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport Comfort Edition 1,4 TFSI ...",2018,27000,35490,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A5 Sportback Business Sport Comfort Edition / ...,2018,34000,35670,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport Comfort Edition 1,4 TFSI ...",2018,38000,35700,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport 2,0 TFSI 140 kW S tronic ...",2017,31000,35900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Bsn Sport 1,4 TFSI 110 A ** DIGIMITTARI / ...",2018,47000,36900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback 2,0 TFSI 185 kW quattro S tronic ** ...",2018,103383,38400,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport Comfort Edition 2,0 TFSI ...",2017,102000,38850,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Busin Sport 2,0 TFSI 185 Q A # 1-OMISTAJA ...",2017,107000,38900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport Comfort Edition 2,0 TFSI ...",2018,41000,38900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A5 Sportback Business Sport Comfort Edition 35 TFSI ...,2019,12000,39800,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A5 Sportback Business Sport Comfort Edition 40 TFSI ...,2019,58000,39900,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business S-line 2,0 TFSI 140 kW S tronic",2018,17000,41800,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 Sportback Business Sport 2,0 TFSI 185 kW quattro S ...",2017,70000,41890,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 2,0 TFSI | Quattro | Kamera | Vetokoukku |",2017,39600,42880,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A5 2,0 TFSI Quattro Sportback S-line Aut + Nahat + ...",2017,79000,43800,https://www.autotalli.com/vaihtoautot/listaa/audi/a5/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic,2020,1000,18990,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic Comfort pack,2020,1000,19200,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra 100hp [bensa automaatti 100] Acenta,2021,0,19430,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic *Automaatti heti ...,2020,0,19500,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S N-Connecta Xtronic*rahoitus ...,2020,3737,19690,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic Comfort Pack,2019,2000,19800,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic Varusteltu ...,2020,1,19900,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic,2020,0,19965,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S Acenta Xtronic Comfort pack - ...,2021,1200,19990,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 92 Acenta Xtronic MY21 - Micra automaatti ...,2021,0,20520,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S N-Connecta Xtronic **sis.talvirenk...,2021,10,20890,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
"Nissan Micra IG-T 100 S/S N-Connecta Xtronic*sis.met.värin, ...",2021,10,20890,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra 92hp [bensa automaatti 92] N-Design MY21,2021,0,21110,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 92 N-Design Xtronic MY21,2021,3300,21900,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra G-T 92 Acenta Xtronic Convenience Pack*talviren...,2021,200,21990,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
Nissan Micra IG-T 100 S/S N-Sport Xtronic ** UPEA SPORTTINEN...,2020,500,22490,https://www.autotalli.com/vaihtoautot/listaa/nissan/micra/polttoaine/bensiini/vuosimalli_min/2010/sivu/2/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6 Visia 5 MT 2 WD /Ilmastointi /Vetokoukku",2010,457000,4990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System N-Tec 2WD 5M/T MY11 ...",2011,317000,5980,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6 Acenta 5 MT 2 WD RPS APR09",2010,207000,6900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Select Edition *** Suomi-auto / Vakkari ...",2012,206000,6990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L |Vetokoukku|Bluetooth/AUX| Visia 2WD",2010,225000,6990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai 1.6 Visia 4x2 1 / 2021 katsastettu,2010,237000,7200,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD | Huollettu | ...",2012,230000,7400,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10 Erään vaihtoautoja ...",2011,220000,7500,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T MY11",2011,193000,7780,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai *TYYLIKÄS*1.6 Stop/Start Acenta 2WD 86kW ...,2011,199000,7790,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0 Acenta 6 MT 2 WD RPS APR09 - Kestosuosikk...",2010,152000,7900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10 #Vakkari #Lohko",2010,196000,7900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD",2010,185000,8220,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2011,171000,8450,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,186000,8480,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Visia 2WD 5M/T ...",2012,190000,8490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD AAC, **1-OMISTEINEN QQ 100% ...",2011,179000,8490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10",2010,158000,8500,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Select Edition 2WD ...",2013,194000,8698,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD # JUURI KATSASTETT...",2012,204000,8700,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Visia 2WD 5M/T ...",2011,150000,8890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2011,170000,8890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Visia 2WD 5MT MY10",2010,122000,8900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Visia 2WD Cruise Select",2012,194000,8900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 2WD 6M MY11 *2.OM SUOMIAUTO* ...",2011,141000,9400,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,173000,9480,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 5MT. Vak.nop.säädin, Bluetooth, ...",2011,156000,9690,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 2WD CVT MY11",2012,212000,9750,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Visia 2WD",2011,152600,9790,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,162000,9790,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T",2013,160000,9800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,170000,9880,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT MY10. Bluetooth, Aut. ...",2011,162000,9890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L 141hv Acenta 6M/T",2011,189000,9900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Style 360 2WD 5M/T ...",2013,145000,9900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Visia 2WD Select (MY13)",2013,156000,9950,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai *KÄYTÄNNÖLLINEN* 1,6L Acenta 2WD CVT Connect ...",2013,153000,9990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2013,145000,9990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Tekna 2WD 5M/T ...",2012,197000,9990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta - Luotettavassa maineessa",2012,137500,10490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai *NÄPPÄRÄ*1,6L Stop/Start Style 360 2WD AVM ...",2014,153000,10490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta 2WD 5MT Roof MY10",2010,103000,10800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Tekna 2WD CVT Elegance Pack AVM",2012,180000,10800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,2L Business 360 2WD 6M/T Leather *** Halpa ...",2014,203000,10890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 4WD 6M/T MY11 NELIVETO! ...",2011,220000,10890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System N-Tec 360° 2WD 5M/T ...",2012,143000,10900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2012,214000,10900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Tekna 2WD aut. / Keyless / Lasikatto / ...",2013,163000,10900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T",2012,144000,10900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD Connect # ...",2012,106000,10900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai DIG-T 115 Business 360 Leather,2014,201000,10900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Style 360 2WD 5M/T ...",2013,111000,10990,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop/Start Acenta 2WD MY11 - Suosittu ...",2011,130000,11390,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System N-Tec 360° 2WD 5M/T ...",2013,131000,11480,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Tekna 2WD 6M/T 17"" MY11 ""Erään ...",2011,146000,11490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Style 360 2WD 5M/T ...",2013,133000,11490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Style 360 2WD CVT AVM",2013,169000,11490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T",2013,98800,11500,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 2WD CVT",2011,159000,11800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Visia 2WD 5M/T ...",2013,109000,11800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Tekna 2WD 6M/T 17\""",2012,113000,11800,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Visia Select - Luotettava ja pidetty ...",2013,115000,11890,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Style 360 2WD 5M/T ...",2013,147000,11900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6 117hv Acenta 2WD CVT-Autom. - AUTOMAATTIV...",2012,128000,11900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Stop / Start System Acenta 2WD 5M/T ...",2013,100000,11900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai DIG-T 115 Acenta 2WD 6M/T Safety Pack, Juuri ...",2015,136000,11900,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Acenta CVT Connect Automaatti - ...",2013,103000,12390,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,6L Tekna 2WD CVT Elegance Pack / 360 ...",2013,156000,12400,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 1,2L Visia 2WD 6M/T",2014,128000,12490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai DiG-T 115 TEKNA 2WD 6M/T. Lasikatto,Navi,360-...",2014,177000,12490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0L Acenta 2WD CVT Connect",2013,154000,12490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Nissan Qashqai 2,0 Acenta Connect CVT",2013,129000,12490,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai DIG-T 115 Acenta 2WD 6M/T E6 Safety Pack ...,2015,118000,12500,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Nissan Qashqai DIG-T 115 Acenta 2WD 6M/T Safety Pack - ...,2015,110000,12690,https://www.autotalli.com/vaihtoautot/listaa/nissan/qashqai/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
